id,timestamp,turbidity
1,2019-07-23 12:05:27,78.0
2,2019-07-23 12:05:49,56.0
3,2019-07-23 12:05:59,67.0
23,2019-07-23 13:20:17,56.0
24,2019-07-23 13:20:20,56.0
27,2019-07-23 13:38:33,78.0
28,2019-07-23 14:41:17,15.0
29,2019-07-23 15:37:03,15.0
30,2019-07-23 15:42:32,15.0
31,2019-07-23 17:22:39,15.0
32,2019-07-23 21:44:16,14.0
33,2019-07-23 21:47:09,14.0
34,2019-07-24 09:42:51,15.0
35,2019-07-24 14:49:21,15.0
36,2019-07-24 16:11:30,13.0
